,shipment_id,Type,Pieces,Weight,box_original,box_final,pack_date_time,Status,pick_date_time,pick_pack_time,same_box,pieces_over_1,session
7453,URgWf82tvf82,MITEM,2,12.929,N19,,2022-05-05 16:09:34,Packed On Time,2022-05-05 15:46:06,23.47,False,True,Noon
7454,URnJG82pvr82,STANDARD,1,0.15,N7,N7,2022-05-04 14:51:06,Packed On Time,2022-04-05 13:01:57,109.15,True,False,Noon
7455,URn8LkKvy82,STANDARD,1,4.16,N16,N16,2022-05-04 20:18:34,Packed On Time,2022-04-05 18:18:39,119.92,True,False,Eve
7456,URGqMkjv8282,STANDARD,1,2.02,SIOC,SIOC,2022-05-05 17:21:20,Packed On Time,2022-05-05 16:36:22,44.97,True,False,Eve
7457,URGVfjKSX82,STANDARD,1,3.14,SIOC,SIOC,2022-05-04 16:02:46,Packed On Time,2022-04-05 15:42:44,20.03,True,False,Noon
7458,URJcJBRvN82,STANDARD,1,6.539,N14,N14,2022-05-04 13:19:35,Packed On Time,2022-04-05 12:36:34,43.02,True,False,Noon
7459,URJgKhpS182,STANDARD,1,11.419,SIOC,SIOC,2022-05-06 18:12:23,Packed On Time,2022-06-05 16:53:45,78.63,True,False,Eve
7460,URJjcQfvf82,STANDARD,1,2.109,N30,N30,2022-05-04 10:10:51,Packed On Time,2022-04-05 09:02:26,68.42,True,False,Morning
7461,URVnc8RSc82,STANDARD,1,5.939,SIOC,CUSTOMBOX,2022-05-04 08:41:54,Packed On Time,2022-04-05 08:28:56,12.97,False,False,Early Morning
7462,URVrSPDSP82,STANDARD,1,2.96,SIOC,SIOC,2022-05-04 16:52:40,Packed On Time,2022-04-05 16:43:40,9.0,True,False,Noon
7463,UR1fpqTS8282,STANDARD,1,4.38,N5,N5,2022-05-04 14:25:41,Packed On Time,2022-04-05 14:10:33,15.13,True,False,Noon
7464,UR1DS82NvH82,STANDARD,1,0.93,NOBOX,CUSTOMBOX,2022-05-04 18:28:17,Packed On Time,2022-04-05 17:17:25,70.87,False,False,Eve
7465,UR6Bd82Nvf82,STANDARD,1,2.04,SIOC,SIOC,2022-05-04 11:16:57,Packed On Time,2022-04-05 10:13:20,63.62,True,False,Morning
7466,URgh3cWvq82,MITEM,2,9.42,N16,,2022-05-04 12:29:28,Packed On Time,2022-04-05 11:45:41,43.78,False,True,Morning
7467,URgQf4Fv382,STANDARD,1,1.37,K20,K20,2022-05-04 20:40:00,Packed On Time,2022-04-05 19:10:40,89.33,True,False,Eve
7468,URGrFgsS182,STANDARD,1,3.239,N7,N7,2022-05-04 08:48:41,Packed On Time,2022-04-05 07:23:28,85.22,True,False,Early Morning
7469,URJcl4gvp82,STANDARD,1,1.37,K20,K20,2022-05-04 14:33:36,Packed On Time,2022-04-05 13:11:53,81.72,True,False,Noon
7470,URJxKr05m82,STANDARD,1,0.5,N1,N1,2022-05-04 10:44:07,Packed On Time,2022-04-05 10:12:35,31.53,True,False,Morning
7471,URJZygQS582,STANDARD,1,3.34,N17,K20,2022-05-04 07:56:33,Packed On Time,2022-04-05 07:41:10,15.38,False,False,Early Morning
7472,URNXsqxSt82,STANDARD,1,6.599,SIOC,SIOC,2022-05-04 11:20:03,Packed On Time,2022-04-05 10:20:16,59.78,True,False,Morning
7473,UR3jQytvc82,STANDARD,1,8.999,SIOC,SIOC,2022-05-04 18:18:49,Packed On Time,2022-04-05 17:32:26,46.38,True,False,Eve
7474,URcZ37Nv182,MITEM,8,5.6,N16,,2022-05-04 15:54:49,Packed On Time,2022-04-05 13:11:48,163.02,False,True,Noon
7475,URg8265hSw82,STANDARD,1,1.4,N10,N10,2022-05-04 11:10:33,Packed On Time,2022-04-05 10:09:10,61.38,True,False,Morning
7476,URnDW82Mvd82,STANDARD,1,3.66,SIOC,CUSTOMBOX,2022-05-04 12:11:48,Packed On Time,2022-04-05 11:00:27,71.35,False,False,Morning
7477,URnHG82PvK82,STANDARD,1,9.524,SIOC,SIOC,2022-05-04 12:27:45,Packed On Time,2022-04-05 10:34:21,113.4,True,False,Morning
7478,URnJR7kv382,STANDARD,1,8.789,SIOC,SIOC,2022-05-04 14:09:12,Packed On Time,2022-04-05 13:12:11,57.02,True,False,Noon
7479,URCpDTZSc82,STANDARD,1,2.71,SIOC,SIOC,2022-05-04 09:48:41,Packed On Time,2022-04-05 09:31:58,16.72,True,False,Morning
7480,URJtt4tv182,STANDARD,1,2.34,K20,K20,2022-05-04 14:49:53,Packed On Time,2022-04-05 14:08:13,41.67,True,False,Noon
7481,URJzXBBvn82,STANDARD,1,6.779,N31,SIOC,2022-05-04 18:33:49,Packed On Time,2022-04-05 17:21:41,72.13,False,False,Eve
7482,URJ0T82LvJ82,STANDARD,1,2.02,K20,K20,2022-05-04 12:33:50,Packed On Time,2022-04-05 09:54:36,159.23,True,False,Morning
7483,URVDp82PvV82,STANDARD,1,10.959,SIOC,SIOC,2022-05-04 11:44:06,Packed On Time,2022-04-05 10:54:02,50.07,True,False,Morning
7484,URgqfXPSY82,STANDARD,1,6.339,SIOC,SIOC,2022-05-04 08:23:18,Packed On Time,2022-04-05 07:37:09,46.15,True,False,Early Morning
7485,URnqwylvG82,STANDARD,1,2.24,N14,K20,2022-05-04 14:33:46,Packed On Time,2022-04-05 13:10:48,82.97,False,False,Noon
7486,URnXCq0S782,STANDARD,1,1.96,N10,CUSTOMBOX,2022-05-04 08:50:56,Packed On Time,2022-04-05 08:20:35,30.35,False,False,Early Morning
7487,URwyW82NvB82,STANDARD,1,0.748,N5,CUSTOMBOX,2022-05-04 10:51:59,Packed On Time,2022-04-05 09:44:13,67.77,False,False,Morning
7488,URwWvPpSr82,STANDARD,1,4.8,SIOC,SIOC,2022-05-04 20:09:07,Packed On Time,2022-04-05 18:36:09,92.97,True,False,Eve
7489,URCHz82Svj82,STANDARD,1,7.239,SIOC,SIOC,2022-05-04 08:17:24,Packed On Time,2022-04-05 07:47:16,30.13,True,False,Early Morning
7490,URCLp7pvc82,MITEM,2,18.278,N31,,2022-05-04 09:21:47,Packed On Time,2022-04-05 08:34:17,47.5,False,True,Morning
7491,URCYXHSvT82,STANDARD,1,0.698,N31,CUSTOMBOX,2022-05-05 07:03:06,Packed On Time,2022-04-05 19:55:58,667.13,False,False,Early Morning
7492,URGqYBzvM82,STANDARD,1,4.16,N16,CUSTOMBOX,2022-05-04 15:44:47,Packed On Time,2022-04-05 15:23:46,21.02,False,False,Noon
7493,URJHX8lSW82,STANDARD,1,0.97,SIOC,SIOC,2022-05-04 10:43:05,Packed On Time,2022-04-05 09:35:12,67.88,True,False,Morning
7494,URJRy82HvQ82,STANDARD,1,1.37,K20,K20,2022-05-04 20:41:43,Packed On Time,2022-04-05 19:10:46,90.95,True,False,Eve
7495,URJ0dyZvT82,STANDARD,1,1.37,K20,K20,2022-05-04 20:40:52,Packed On Time,2022-04-05 19:10:51,90.02,True,False,Eve
7496,URVNsgZS282,MITEM,2,6.24,N16,,2022-05-04 09:23:30,Packed On Time,2022-04-05 08:46:36,36.9,False,True,Morning
7497,URX6L50SX82,STANDARD,1,7.509,N14,N14,2022-05-04 08:17:35,Packed On Time,2022-04-05 07:14:43,62.87,True,False,Early Morning
7498,UR1TxjXSj82,STANDARD,1,1.37,K20,K20,2022-05-04 11:30:27,Packed On Time,2022-04-05 10:55:58,34.48,True,False,Morning
7499,UR11tg7SL82,STANDARD,1,1.4,N10,N6,2022-05-04 11:11:36,Packed On Time,2022-04-05 10:10:05,61.52,False,False,Morning
7500,UR3k82qG5k82,MITEM,2,17.128,N16,,2022-05-04 08:59:55,Packed On Time,2022-04-05 08:33:26,26.48,False,True,Early Morning
7501,URgnVrdvK82,STANDARD,1,3.2,N14,N14,2022-05-05 06:25:15,Packed On Time,2022-04-05 19:23:52,661.38,True,False,Early Morning
7502,URg6PB3vm82,STANDARD,1,8.999,SIOC,SIOC,2022-05-04 18:19:20,Packed On Time,2022-04-05 17:32:40,46.67,True,False,Eve
7503,URg83C05T82,STANDARD,1,2.08,NOBOX,CUSTOMBOX,2022-05-04 09:32:28,Packed On Time,2022-04-05 09:03:21,29.12,False,False,Morning
7504,URwh82yJvB82,STANDARD,1,0.85,N7,CUSTOMBOX,2022-05-04 14:52:40,Packed On Time,2022-04-05 14:27:39,25.02,False,False,Noon
7505,URGnk4PvC82,STANDARD,1,1.64,NOBOX,CUSTOMBOX,2022-05-05 08:22:35,Packed On Time,2022-04-05 20:26:24,716.18,False,False,Early Morning
7506,URNj14dv182,STANDARD,1,1.64,NOBOX,CUSTOMBOX,2022-05-05 08:28:08,Packed On Time,2022-04-05 20:27:12,720.93,False,False,Early Morning
7507,URNtD4tv182,STANDARD,1,2.34,K20,K20,2022-05-04 14:51:16,Packed On Time,2022-04-05 14:08:28,42.8,True,False,Noon
7508,URNwy7Dvl82,STANDARD,1,12.899,SIOC,SIOC,2022-05-04 12:21:43,Packed On Time,2022-04-05 11:54:25,27.3,True,False,Morning
7509,UR13dwGvz82,STANDARD,1,7.689,N16,N16,2022-05-04 20:30:04,Packed On Time,2022-04-05 18:14:09,135.92,True,False,Eve
7510,UR18747vX82,STANDARD,1,10.439,N10,N10,2022-05-04 07:19:39,Packed On Time,2022-04-05 06:51:19,28.33,True,False,Early Morning
7511,UR3sQvzvp82,STANDARD,1,0.58,N5,N5,2022-05-04 12:25:21,Packed On Time,2022-04-05 11:40:44,44.62,True,False,Morning
7512,UR37n4Gvs82,STANDARD,1,4.16,N16,N16,2022-05-04 11:30:16,Packed On Time,2022-04-05 09:51:46,98.5,True,False,Morning
7513,UR6y482NvY82,STANDARD,1,3.82,SIOC,SIOC,2022-05-04 11:22:39,Packed On Time,2022-04-05 10:10:08,72.52,True,False,Morning
7514,URcc3jCSb82,STANDARD,1,6.0,N19,N19,2022-05-04 08:44:40,Packed On Time,2022-04-05 08:22:08,22.53,True,False,Early Morning
7515,URgGmQzvk82,STANDARD,1,8.699,N31,N31,2022-05-04 09:22:59,Packed On Time,2022-04-05 09:07:09,15.83,True,False,Morning
7516,URJXN17Sd82,MITEM,2,1.42,N1,,2022-05-04 12:37:51,Packed On Time,2022-04-05 11:44:07,53.73,False,True,Morning
7517,UR3TLY5vt82,MITEM,2,7.6,N7,,2022-05-04 12:35:45,Packed On Time,2022-04-05 11:48:55,46.83,False,True,Morning
7518,URCb7sFv382,MITEM,3,10.95,N31,,2022-05-17 19:03:22,Packed On Time,2022-05-17 15:23:18,220.07,False,True,Eve
7519,URnYFZbSM82,STANDARD,1,1.26,N1,N1,2022-05-04 08:20:00,Packed On Time,2022-04-05 08:10:02,9.97,True,False,Early Morning
7520,URwDr4hv882,STANDARD,1,0.83,N1,N1,2022-05-04 13:16:00,Packed On Time,2022-04-05 12:36:54,39.1,True,False,Noon
7521,URwL8twSW82,STANDARD,1,1.429,N5,N5,2022-05-04 09:18:51,Packed On Time,2022-04-05 08:49:06,29.75,True,False,Morning
7522,URwVR82Hvr82,STANDARD,1,7.689,N16,N16,2022-05-04 20:32:07,Packed On Time,2022-04-05 18:14:17,137.83,True,False,Eve
7523,URCSg82Pvp82,STANDARD,1,3.66,SIOC,SIOC,2022-05-04 12:12:19,Packed On Time,2022-04-05 11:03:34,68.75,True,False,Morning
7524,URC7y482vK82,STANDARD,1,1.66,N14,N14,2022-05-05 06:35:29,Packed On Time,2022-04-05 20:15:27,620.03,True,False,Early Morning
7525,URGlQy1vJ82,STANDARD,1,0.88,SIOC,SIOC,2022-05-04 12:19:15,Packed On Time,2022-04-05 11:43:29,35.77,True,False,Morning
7526,URGWPsJvP82,STANDARD,1,2.64,SIOC,SIOC,2022-05-04 16:29:04,Packed On Time,2022-04-05 15:41:07,47.95,True,False,Noon
7527,URJsggmSk82,STANDARD,1,11.369,N19,N19,2022-05-04 08:57:08,Packed On Time,2022-04-05 07:52:43,64.42,True,False,Early Morning
7528,URNG4Qhvk82,STANDARD,1,8.699,N31,N31,2022-05-04 09:25:44,Packed On Time,2022-04-05 09:05:39,20.08,True,False,Morning
7529,URXB8HDv282,STANDARD,1,2.48,N7,CUSTOMBOX,2022-05-04 11:00:33,Packed On Time,2022-04-05 09:36:31,84.03,False,False,Morning
7530,UR1yyyKvP82,STANDARD,1,1.64,NOBOX,CUSTOMBOX,2022-05-05 08:29:41,Packed On Time,2022-04-05 20:27:24,722.28,False,False,Early Morning
7531,URcSM82wvK82,STANDARD,1,3.82,SIOC,SIOC,2022-05-04 11:11:04,Packed On Time,2022-04-05 09:48:39,82.42,True,False,Morning
7532,URnF64pvV82,STANDARD,1,1.36,N5,N5,2022-05-04 08:56:37,Packed On Time,2022-04-05 08:30:10,26.45,True,False,Early Morning
7533,URnQGHfvp82,STANDARD,1,1.37,K20,K20,2022-05-04 14:34:58,Packed On Time,2022-04-05 13:12:13,82.75,True,False,Noon
7534,URwVL4yvg82,STANDARD,1,0.88,N31,N31,2022-05-17 20:40:21,Packed On Time,2022-05-17 15:53:17,287.07,True,False,Eve
7535,URw1L4wvm82,STANDARD,1,1.86,SIOC,SIOC,2022-05-05 06:35:09,Packed On Time,2022-04-05 18:48:17,706.87,True,False,Early Morning
7536,URCQBBYvK82,STANDARD,1,1.07,SIOC,SIOC,2022-05-05 06:45:46,Packed On Time,2022-04-05 19:57:36,648.17,True,False,Early Morning
7537,URJBX4qvN82,STANDARD,1,2.78,SIOC,SIOC,2022-05-04 11:19:01,Packed On Time,2022-04-05 10:25:28,53.55,True,False,Morning
7538,URNhd145B82,MITEM,2,1.0,N5,,2022-05-04 12:16:07,Packed On Time,2022-04-05 11:50:19,25.8,False,True,Morning
7539,URN3q4svZ82,STANDARD,1,2.82,SIOC,CUSTOMBOX,2022-05-04 12:11:06,Packed On Time,2022-04-05 11:13:43,57.38,False,False,Morning
7540,URVbcFVvr82,STANDARD,1,1.64,N1,N1,2022-05-05 07:19:23,Packed On Time,2022-04-05 19:33:55,705.47,True,False,Early Morning
7541,URXtnZgSw82,MITEM,3,11.94,N14,,2022-05-04 12:47:19,Packed On Time,2022-04-05 11:49:55,57.4,False,True,Morning
7542,URXBkvtvT82,STANDARD,1,0.32,N5,N5,2022-05-04 20:33:50,Packed On Time,2022-04-05 18:51:51,101.98,True,False,Eve
7543,URXGf8282vX82,STANDARD,1,2.1,SIOC,SIOC,2022-05-04 20:33:30,Packed On Time,2022-04-05 19:24:30,69.0,True,False,Eve
7544,URXHGBTvB82,STANDARD,1,5.54,N10,N7,2022-05-04 18:36:36,Packed On Time,2022-04-05 17:03:57,92.65,False,False,Eve
7545,URXVRyKvW82,STANDARD,1,2.02,K20,K20,2022-05-04 16:08:28,Packed On Time,2022-04-05 15:36:29,31.98,True,False,Noon
7546,URcGW82svB82,STANDARD,1,2.26,N10,N10,2022-05-04 12:53:02,Packed On Time,2022-04-05 12:33:44,19.3,True,False,Morning
7547,URgRGfzSw82,STANDARD,1,1.78,N5,N5,2022-05-04 08:14:58,Packed On Time,2022-04-05 07:50:51,24.12,True,False,Early Morning
7548,URNDKtZSG82,MITEM,2,14.278,N30,,2022-05-04 09:16:16,Packed On Time,2022-04-05 08:52:42,23.57,False,True,Morning
7549,URVVjry5T82,STANDARD,1,2.64,SIOC,SIOC,2022-05-04 12:12:39,Packed On Time,2022-04-05 11:19:51,52.8,True,False,Morning
7550,UR1tyZgSw82,STANDARD,1,3.98,N7,N7,2022-05-04 11:56:42,Packed On Time,2022-04-05 11:31:53,24.82,True,False,Morning
7551,UR6VNdNSK82,STANDARD,1,3.88,SIOC,SIOC,2022-05-04 18:44:03,Packed On Time,2022-04-05 16:36:31,127.53,True,False,Eve
7552,UR6Xpw2vh82,STANDARD,1,1.37,K20,K20,2022-05-04 14:44:20,Packed On Time,2022-04-05 13:12:33,91.78,True,False,Noon
7553,UR63x4xvd82,STANDARD,1,2.26,N10,N10,2022-05-04 12:52:10,Packed On Time,2022-04-05 12:33:52,18.3,True,False,Morning
7554,URgNftDSf82,STANDARD,1,2.649,N31,N31,2022-05-17 14:37:36,Packed On Time,2022-05-17 13:06:30,91.1,True,False,Noon
7555,URnS6w7vf82,STANDARD,1,5.0,SIOC,SIOC,2022-05-04 20:46:20,Packed On Time,2022-04-05 18:47:45,118.58,True,False,Eve
7556,URCKhwqvR82,STANDARD,1,7.119,SIOC,SIOC,2022-05-04 18:28:59,Packed On Time,2022-04-05 17:05:39,83.33,True,False,Eve
7557,URVDSPJSl82,STANDARD,1,15.419,SIOC,SIOC,2022-05-04 16:56:59,Packed On Time,2022-04-05 16:20:28,36.52,True,False,Noon
7558,URXrw82cvf82,STANDARD,1,0.83,N1,N1,2022-05-04 13:16:31,Packed On Time,2022-04-05 12:37:03,39.47,True,False,Noon
7559,URXzVr2vx82,STANDARD,1,1.78,N5,N5,2022-05-04 10:02:06,Packed On Time,2022-04-05 09:33:23,28.72,True,False,Morning
7560,URXBrLDvC82,STANDARD,1,1.78,N1,N1,2022-05-04 11:14:10,Packed On Time,2022-04-05 10:03:47,70.38,True,False,Morning
7561,URXKQ5rS282,STANDARD,1,2.74,N1,N1,2022-05-04 16:37:07,Packed On Time,2022-04-05 15:33:58,63.15,True,False,Noon
7562,UR1pDFFvp82,MITEM,2,10.62,N19,,2022-05-04 08:55:24,Packed On Time,2022-04-05 08:45:30,9.9,False,True,Early Morning
7563,UR1tXqGSn82,MITEM,4,2.76,N31,,2022-05-04 08:59:44,Packed On Time,2022-04-05 08:33:51,25.88,False,True,Early Morning
7564,URgyH82xv182,MITEM,2,6.02,N31,,2022-05-04 09:03:32,Packed On Time,2022-04-05 08:52:19,11.22,False,True,Morning
7565,URgNYQcv282,STANDARD,1,3.62,SIOC,SIOC,2022-05-04 09:21:57,Packed On Time,2022-04-05 09:12:29,9.47,True,False,Morning
7566,URC6NjtSm82,STANDARD,1,0.74,N30,N6,2022-05-04 20:23:53,Packed On Time,2022-04-05 19:01:43,82.17,False,False,Eve
7567,URGgkjkSk82,STANDARD,1,9.865,SIOC,SIOC,2022-05-04 15:35:39,Packed On Time,2022-04-05 14:23:25,72.23,True,False,Noon
7568,URGjVsKv782,STANDARD,1,2.04,SIOC,SIOC,2022-05-04 13:47:52,Packed On Time,2022-04-05 13:05:35,42.28,True,False,Noon
7569,URJXNQ6vz82,STANDARD,1,2.82,SIOC,SIOC,2022-05-04 18:09:39,Packed On Time,2022-04-05 17:06:10,63.48,True,False,Eve
7570,URXSf57S582,MITEM,2,1.42,N1,,2022-05-04 08:50:56,Packed On Time,2022-04-05 08:45:29,5.45,False,True,Early Morning
7571,UR1qjJf5k82,STANDARD,1,3.94,SIOC,SIOC,2022-05-04 11:21:05,Packed On Time,2022-04-05 09:44:06,96.98,True,False,Morning
7572,UR1YJjjSm82,STANDARD,1,0.639,N5,N5,2022-05-04 08:25:42,Packed On Time,2022-04-05 08:02:30,23.2,True,False,Early Morning
7573,UR3jP82tv382,STANDARD,1,0.89,N10,CUSTOMBOX,2022-05-04 19:42:21,Packed On Time,2022-04-05 19:04:45,37.6,False,False,Eve
7574,URczQqVS382,STANDARD,1,3.016,N7,N7,2022-05-04 14:40:20,Packed On Time,2022-04-05 13:35:02,65.3,True,False,Noon
7575,URc7V3kSy82,MITEM,2,4.72,N10,,2022-05-04 12:24:19,Packed On Time,2022-04-05 11:57:19,27.0,False,True,Morning
7576,URJbb5R5682,STANDARD,1,4.1,N5,CUSTOMBOX,2022-05-04 13:10:39,Packed On Time,2022-04-05 12:19:35,51.07,False,False,Noon
7577,URJWlTfvT82,STANDARD,1,1.5,N5,N1,2022-05-04 19:01:53,Packed On Time,2022-04-05 18:41:55,19.97,False,False,Eve
7578,UR1p2yyvk82,STANDARD,1,1.37,K20,K20,2022-05-05 06:46:07,Packed On Time,2022-04-05 20:21:33,624.57,True,False,Early Morning
7579,URc60FBv182,MITEM,3,1.441,N7,,2022-05-04 12:46:07,Packed On Time,2022-04-05 12:09:50,36.28,False,True,Morning
7580,URgDMYrvc82,STANDARD,1,0.579,N7,N31,2022-05-05 16:57:25,Packed On Time,2022-05-05 16:09:01,48.4,False,False,Noon
7581,URCrjYkv182,MITEM,2,2.76,N31,,2022-05-05 20:19:16,Packed On Time,2022-05-05 17:08:08,191.13,False,True,Eve
7582,URCV4rv5x82,STANDARD,1,6.219,SIOC,SIOC,2022-05-04 11:46:31,Packed On Time,2022-04-05 11:34:06,12.42,True,False,Morning
7583,URGBG0ySq82,STANDARD,1,8.859,SIOC,SIOC,2022-05-04 09:56:57,Packed On Time,2022-04-05 09:00:05,56.87,True,False,Morning
7584,URGN3jbSv82,STANDARD,1,2.8,SIOC,SIOC,2022-05-04 11:57:02,Packed On Time,2022-04-05 11:31:23,25.65,True,False,Morning
7585,URJ3tZwSr82,STANDARD,1,4.2,NOBOX,CUSTOMBOX,2022-05-05 18:48:14,Packed On Time,2022-05-05 17:08:49,99.42,False,False,Eve
7586,URNbs82yvM82,STANDARD,1,2.7,SIOC,SIOC,2022-05-04 18:40:15,Packed On Time,2022-04-05 17:04:02,96.22,True,False,Eve
7587,URNJJLsvn82,STANDARD,1,1.66,N14,N14,2022-05-17 16:49:39,Packed On Time,2022-05-17 16:21:58,27.68,True,False,Noon
7588,URVlhB2vG82,STANDARD,1,6.459,K20,K20,2022-05-05 06:50:38,Packed On Time,2022-04-05 19:16:19,694.32,True,False,Early Morning
7589,URV0D5qSC82,STANDARD,1,1.18,N1,N1,2022-05-04 11:38:34,Packed On Time,2022-04-05 09:50:45,107.82,True,False,Morning
7590,UR3gLYZvD82,STANDARD,1,6.339,N17,N17,2022-05-04 19:44:56,Packed On Time,2022-04-05 19:08:24,36.53,True,False,Eve
7591,URchLRtvT82,STANDARD,1,10.409,SIOC,SIOC,2022-05-04 10:23:34,Packed On Time,2022-04-05 09:55:16,28.3,True,False,Morning
7592,URczZjZSF82,STANDARD,1,8.999,SIOC,SIOC,2022-05-04 09:47:49,Packed On Time,2022-04-05 09:30:13,17.6,True,False,Morning
7593,URc38S5SW82,STANDARD,1,2.649,N31,N31,2022-05-17 20:04:14,Packed On Time,2022-05-17 13:28:52,395.37,True,False,Eve
7594,URntkjmSh82,STANDARD,1,0.4,N7,N7,2022-05-04 08:47:17,Packed On Time,2022-04-05 08:01:36,45.68,True,False,Early Morning
7595,URwxCwtvY82,STANDARD,1,1.06,N1,SIOC,2022-05-04 14:17:42,Packed On Time,2022-04-05 13:11:50,65.87,False,False,Noon
7596,URGLwmDSQ82,STANDARD,1,2.649,N31,CUSTOMBOX,2022-05-17 20:00:36,Packed On Time,2022-05-17 13:29:15,391.35,False,False,Eve
7597,URXMwBrvK82,MITEM,2,4.218,N31,,2022-05-05 20:38:46,Packed On Time,2022-05-05 17:11:47,206.98,False,True,Eve
7598,UR1s1cZvK82,STANDARD,1,0.599,SIOC,SIOC,2022-05-04 12:15:25,Packed On Time,2022-04-05 11:39:27,35.97,True,False,Morning
7599,UR6syPXvt82,STANDARD,1,0.61,N16,CUSTOMBOX,2022-05-04 18:22:56,Packed On Time,2022-04-05 15:59:24,143.53,False,False,Eve
7600,URgF5fWSM82,STANDARD,1,0.579,N7,CUSTOMBOX,2022-05-04 15:09:35,Packed On Time,2022-04-05 13:58:00,71.58,False,False,Noon
7601,URwZP4BvH82,STANDARD,1,3.24,SIOC,SIOC,2022-05-04 17:09:39,Packed On Time,2022-04-05 16:31:24,38.25,True,False,Eve
7602,URChDm2SX82,MITEM,2,1.0,N5,,2022-05-04 12:35:56,Packed On Time,2022-04-05 11:52:04,43.87,False,True,Morning
7603,URGtkz8vQ82,STANDARD,1,4.73,SIOC,SIOC,2022-05-04 19:06:44,Packed On Time,2022-04-05 18:37:54,28.83,True,False,Eve
7604,URGxmDpvV82,STANDARD,1,2.87,K20,K20,2022-05-04 19:42:21,Packed On Time,2022-04-05 18:55:34,46.78,True,False,Eve
7605,URJcKydvR82,STANDARD,1,3.85,SIOC,SIOC,2022-05-05 06:19:54,Packed On Time,2022-04-05 19:28:22,651.53,True,False,Early Morning
7606,URN0z7Dv382,STANDARD,1,2.69,N1,N1,2022-05-04 13:11:00,Packed On Time,2022-04-05 12:25:43,45.28,True,False,Noon
7607,URXZM2rv782,STANDARD,1,1.37,K20,K20,2022-05-05 06:47:20,Packed On Time,2022-04-05 20:22:29,624.85,True,False,Early Morning
7608,URcS6Yfvk82,STANDARD,1,1.6,N31,SIOC,2022-05-05 17:19:56,Packed On Time,2022-05-05 16:34:18,45.63,False,False,Eve
7609,URnXVJLST82,STANDARD,1,5.53,SIOC,SIOC,2022-05-04 20:20:59,Packed On Time,2022-04-05 19:05:59,75.0,True,False,Eve
7610,URnZHZwSn82,STANDARD,1,4.88,N30,N30,2022-05-04 10:07:26,Packed On Time,2022-04-05 09:01:27,65.98,True,False,Morning
7611,URw66wzvg82,STANDARD,1,1.4,N10,N10,2022-05-05 06:40:10,Packed On Time,2022-04-05 19:28:48,671.37,True,False,Early Morning
7612,URGB0Hfvs82,STANDARD,1,2.04,SIOC,SIOC,2022-05-04 11:17:39,Packed On Time,2022-04-05 10:13:49,63.83,True,False,Morning
7613,URJGTDnvN82,STANDARD,1,2.65,N1,N1,2022-05-04 14:06:14,Packed On Time,2022-04-05 13:08:08,58.1,True,False,Noon
7614,URNzgDzv282,STANDARD,1,1.18,N5,N5,2022-05-04 20:28:42,Packed On Time,2022-04-05 18:50:53,97.82,True,False,Eve
7615,URXJRkYv682,STANDARD,1,0.839,N7,N7,2022-05-04 11:59:39,Packed On Time,2022-04-05 10:15:58,103.68,True,False,Morning
7616,UR10lYpvB82,MITEM,2,3.16,N16,,2022-05-04 09:11:38,Packed On Time,2022-04-05 08:47:56,23.7,False,True,Morning
7617,UR3CWRBvd82,STANDARD,1,7.959,N30,N30,2022-05-04 19:25:16,Packed On Time,2022-04-05 18:53:07,32.15,True,False,Eve
7618,UR3LYj4Sz82,STANDARD,1,0.559,N5,N5,2022-05-04 11:25:25,Packed On Time,2022-04-05 10:59:54,25.52,True,False,Morning
7619,URnM5rlv582,STANDARD,1,7.319,N16,SIOC,2022-05-04 16:16:25,Packed On Time,2022-04-05 15:11:27,64.97,False,False,Noon
7620,URwJvRnvY82,STANDARD,1,8.759,SIOC,SIOC,2022-05-05 08:58:22,Packed On Time,2022-05-05 08:47:09,11.22,True,False,Early Morning
7621,URGYY28vk82,STANDARD,1,8.999,SIOC,SIOC,2022-05-04 18:24:29,Packed On Time,2022-04-05 17:33:07,51.37,True,False,Eve
7622,URVvK2SvM82,STANDARD,1,11.519,SIOC,SIOC,2022-05-04 20:20:07,Packed On Time,2022-04-05 18:18:07,122.0,True,False,Eve
7623,URVPcwlvN82,STANDARD,1,1.6,N31,SIOC,2022-05-05 17:20:17,Packed On Time,2022-05-05 16:34:34,45.72,False,False,Eve
7624,URXNMSXS882,STANDARD,1,1.55,N31,N31,2022-05-17 20:36:00,Packed On Time,2022-05-17 12:45:27,470.55,True,False,Eve
7625,URX6wYYvX82,STANDARD,1,0.6,N10,CUSTOMBOX,2022-05-04 15:01:59,Packed On Time,2022-04-05 14:26:05,35.9,False,False,Noon
7626,UR1b4wzvL82,STANDARD,1,1.9,N1,N1,2022-05-04 17:28:41,Packed On Time,2022-04-05 17:16:16,12.42,True,False,Eve
7627,UR1N4SXS882,STANDARD,1,2.649,N31,N31,2022-05-17 20:06:50,Packed On Time,2022-05-17 13:29:32,397.3,True,False,Eve
7628,UR3ZGjYSP82,STANDARD,1,2.34,N16,N16,2022-05-04 11:47:12,Packed On Time,2022-04-05 10:23:21,83.85,True,False,Morning
7629,URg7RfcSN82,STANDARD,1,1.6,N30,N30,2022-05-06 09:02:50,Packed On Time,2022-05-05 19:32:49,810.02,True,False,Morning
7630,URnQ3rSvn82,STANDARD,1,2.8,N7,N7,2022-05-04 16:58:01,Packed On Time,2022-04-05 14:53:45,124.27,True,False,Noon
